,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Price in EUR
5168,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,14.55,4.36,GRP,Portugal,64,215000
5169,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2018,10.56,3.27,PVC,France,121,215000
5170,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2001,13.3,4.34,GRP,Germany,138,215000
5171,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2019,11.2,3.3,PVC,France,140,215000
5172,Motor Yacht,Tiara power boats,Used boat,2005,13.66,4.56,GRP,Italy,63,215000
5173,Motor Yacht,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,France,43,214900
5175,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2008,13.6,4.25,GRP,Denmark,262,207350
5176,Motor Yacht,Linssen power boats,"Used boat,Diesel",2010,10.78,3.35,Steel,Switzerland,275,232199
5178,Motor Yacht,Azimut power boats,"Used boat,Diesel",2001,14.91,4.42,GRP,Croatia,55,214000
5179,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,11.47,3.62,PVC,Belgium,84,214000
5180,Motor Yacht,Broom power boats,"Used boat,Diesel",2001,12.8,4.25,GRP,Netherlands,152,214000
5181,Motor Yacht,B̩n̩teau power boats,"new boat from stock,Diesel",2020,9.95,3.35,GRP,Germany,87,213900
5182,Hardtop,Swordsman power boats,"Used boat,Diesel",2006,12.14,3.51,PVC,United,74,230100
5183,Motor Yacht,Fiart Mare power boats,new boat on order,2020,10.4,3.68,PVC,France,56,213600
5184,Motor Yacht,Innovazione&Progetti power boats,"Used boat,Diesel",2007,14.0,4.0,GRP,Croatia,65,213000
5185,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,12.0,3.0,GRP,Croatia,66,213000
5186,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,12.35,3.65,GRP,Netherlands,253,210000
5187,Motor Yacht,Faeton power boats,"Used boat,Diesel",2017,11.93,3.95,GRP,Spain,89,210000
5189,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,15.0,4.33,GRP,Portugal,85,210000
5190,Hardtop,Airon Marine power boats,Used boat,2011,12.98,3.8,GRP,Italy,30,210000
5191,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,14.81,4.01,GRP,Croatia,62,210000
5192,Motor Yacht,Siemer power boats,"Used boat,Diesel",2009,12.6,4.1,Steel,Germany,61,210000
5193,Motor Yacht,Marquis power boats,"Used boat,Diesel",2010,13.41,4.19,GRP,Greece,78,210000
5195,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2016,9.99,3.53,PVC,France,59,210000
5196,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2019,9.99,3.53,PVC,France,65,210000
5197,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,10.44,3.0,PVC,United,62,210000
5198,Trawler,Linssen power boats,"Used boat,Diesel",2002,14.28,4.7,Steel,France,91,210000
5200,Hardtop,Bavaria power boats,"Used boat,Diesel",2015,11.66,3.56,GRP,Spain,90,210000
5202,Hardtop,Dellapasqua power boats,"Used boat,Diesel",2008,13.97,3.8,GRP,Italy,36,210000
5203,Flybridge,Abacus power boats,"Used boat,Diesel",2011,16.18,4.75,GRP,Italy,101,210000
5204,Sport Boat,Azimut power boats,"Used boat,Diesel",2005,13.0,4.0,PVC,Portugal,138,210000
5207,Cabin Boat,Aquador power boats,"new boat from stock,Diesel",2020,9.15,3.1,GRP,Germany,180,210000
5209,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2016,11.37,2.85,PVC,France,64,210000
5211,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,GRP,Germany,121,209900
5212,"Cabin Boat,Hardtop,Motor Yacht",Galeon power boats,"Used boat,Diesel",2017,10.9,3.35,GRP,Croatia,141,209900
5215,Motor Yacht,Elling power boats,Used boat,2001,13.2,4.25,GRP,Netherlands,64,209000
5216,Hardtop,B̩n̩teau power boats,"Display Model,Diesel",2019,3.35,9.95,GRP,Germany,1700,209000
5217,Flybridge,Princess power boats,"Used boat,Diesel",1996,17.81,4.81,GRP,Portugal,107,205000
5220,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,14.99,4.3,GRP,Germany,99,205000
5221,Sport Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,10.61,3.35,PVC,Spain,119,205000
5225,Sport Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.23,2.98,GRP,Germany,65,203900
5226,Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.0,3.0,PVC,Spain,62,203431
5227,Motor Yacht,Monterey power boats,"Used boat,Unleaded",2008,10.7,3.4,GRP,Switzerland,134,222099
5228,Hardtop,XO Boats power boats,"Used boat,Diesel",2018,8.6,2.6,Aluminium,Switzerland,170,221695
5230,Motor Yacht,Alfastreet Marine power boats,"new boat from stock,Unleaded",2020,9.84,2.97,GRP,Switzerland,135,200516
5234,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,15.49,4.22,GRP,France,102,200000
5236,Hardtop,Conam power boats,"Used boat,Diesel",2007,15.5,4.5,GRP,Italy,81,200000
5238,Motor Yacht,Unica Yacht power boats,"Used boat,Diesel",2006,12.01,4.25,GRP,Italy,46,200000
5239,Motor Yacht,Pursuit power boats,"Used boat,Unleaded",2010,11.09,3.66,GRP,Italy,25,200000
5241,Flybridge,Portofino Marine power boats,"Used boat,Diesel",2007,9.94,3.9,GRP,Italy,35,200000
5242,Flybridge,Cranchi power boats,"Used boat,Diesel",2009,13.8,4.13,PVC,France,67,200000
5243,Flybridge,Azimut power boats,"Used boat,Diesel",1999,14.93,4.42,PVC,Spain,86,200000
5244,Flybridge,Carnevali power boats,"Used boat,Diesel",2005,14.9,4.7,GRP,Italy,46,200000
5245,Hardtop,Sessa power boats,"Used boat,Diesel",2017,11.33,3.45,GRP,Italy,73,200000
5246,Cabin Boat,Greenline power boats,Used boat,2019,11.0,3.35,GRP,Lithuania,190,200000
5247,Motor Yacht,Tiara power boats,"Used boat,Diesel",2007,11.9,4.04,GRP,Croatia,87,200000
5249,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2018,10.5,3.35,GRP,Croatia,68,199900
5250,Center console boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,10.2,3.4,GRP,Switzerland,207,199900
5251,Cabin Boat,Gobbi power boats,"Used boat,Diesel",2004,13.97,4.25,GRP,France,111,199900
5252,Trawler,Babro power boats,Used boat,2007,12.6,4.35,Steel,Netherlands,82,199900
5255,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,15.0,4.0,GRP,Croatia,254,199500
5260,Flybridge,Princess power boats,"Used boat,Diesel",1997,17.15,4.57,GRP,Italy,87,199000
5261,Flybridge,Astondoa power boats,"Used boat,Diesel",2003,14.0,4.3,GRP,Croatia,141,199000
5263,Motor Yacht,Conam power boats,"Used boat,Diesel",2006,16.46,4.3,GRP,Croatia,167,199000
5264,Trawler,Ijlstervlet power boats,"Used boat,Diesel",2009,11.85,3.95,Steel,Netherlands,72,199000
5265,Sport Boat,Nimbus power boats,"new boat from stock,Unleaded",2019,9.35,2.95,GRP,Germany,73,199000
5266,Fishing Boat,Wellcraft power boats,"Used boat,Diesel",2006,11.7,4.16,GRP,Croatia,36,199000
5267,Runabout,Boesch power boats,"Used boat,Electric",2013,7.5,2.4,Wood,Austria,122,199000
5268,Hardtop,Galeon power boats,"Used boat,Diesel",2016,10.9,3.35,GRP,Spain,131,199000
5271,Motor Yacht,Fairline power boats,"Used boat,Diesel",1997,15.79,4.5,GRP,Germany,240,199000
5273,Trawler,Pikmeerkruiser power boats,Used boat,2005,13.9,4.15,Steel,Netherlands,132,199000
5275,Sport Boat,Fjord power boats,"Used boat,Diesel",2010,11.99,3.99,GRP,Spain,119,199000
5276,Flybridge,Astondoa power boats,"Used boat,Diesel",2009,11.9,3.98,GRP,Spain,55,199000
5277,Hardtop,Performance power boats,"Used boat,Diesel",2004,13.0,3.0,GRP,Croatia,146,199000
5278,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2011,12.15,3.9,PVC,France,115,199000
5279,Sport Boat,Baia power boats,"Used boat,Diesel",2006,12.57,4.7,GRP,Spain,101,199000
5280,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2015,13.29,3.99,GRP,Germany,111,199000
5281,Motor Yacht,Knierim Yachtbau power boats,"Used boat,Diesel",2008,10.3,3.3,GRP,Germany,110,199000
5282,Motor Yacht,Lagoon power boats,Used boat,2002,13.04,6.42,GRP,Netherlands,75,199000
5284,Motor Yacht,Jeanneau power boats,Used boat,2019,10.56,3.32,PVC,Croatia,36,199000
5285,Hardtop,Nimbus power boats,"Used boat,Diesel",2012,10.42,3.1,GRP,Germany,163,199000
5286,Catamaran,Leopard power boats,"Used boat,Diesel",2015,12.0,6.04,GRP,Greece,137,199000
5287,Flybridge,Princess power boats,"Used boat,Diesel",1993,19.8,5.08,GRP,Spain,152,199000
5288,Flybridge,Pacific power boats,Used boat,2003,14.3,4.6,Steel,Denmark,104,199000
5289,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2009,13.6,4.17,PVC,France,75,199000
5290,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2010,13.93,4.16,GRP,France,113,199000
5291,Motor Yacht,Galeon power boats,"Used boat,Diesel",2015,11.2,3.46,GRP,Germany,139,199000
5293,Motor Yacht,Riva power boats,"Used boat,Diesel",1996,16.7,4.68,GRP,Italy,107,199000
5295,Sport Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,9.63,3.35,PVC,Spain,69,198863
5297,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,9.97,3.0,GRP,Switzerland,206,198500
5298,Sport Boat,Invictus power boats,"new boat on order,Diesel",2020,9.95,3.03,GRP,Switzerland,161,198500
5299,Trawler,Valkkruiser power boats,Used boat,2004,13.6,4.25,Steel,Netherlands,44,198000
5300,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2008,11.97,3.89,GRP,Germany,113,198000
5301,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,11.92,3.89,GRP,Netherlands,175,198000
5302,Cabin Boat,Nimbus power boats,new boat on order,2020,9.35,2.95,GRP,Switzerland,206,198000
5303,Center console boat,Fiart Mare power boats,Used boat,2008,12.45,4.02,GRP,Italy,45,198000
5304,Trawler,Linssen power boats,"Used boat,Diesel",2011,10.7,3.4,Steel,Germany,148,198000
5305,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,14.76,4.2,GRP,Spain,161,198000
5307,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,15.49,4.22,GRP,Croatia,140,198000
5308,Flybridge,President power boats,Used boat,1991,15.85,4.2,GRP,Netherlands,158,198000
5309,Hardtop,Bavaria power boats,"Used boat,Unleaded",2016,10.8,3.59,GRP,Germany,123,198000
5312,Motor Yacht,A. Mostes power boats,"Display Model,Unleaded",2021,10.1,2.76,GRP,Switzerland,307,213110
5315,Flybridge,Jeanneau power boats,"Used boat,Diesel",2008,14.33,4.27,GRP,Croatia,134,195000
5316,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",1986,7.35,2.4,Wood,Italy,189,195000
5320,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,14.99,4.33,GRP,Italy,108,195000
5321,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,13.72,3.39,GRP,Spain,144,195000
5322,Trawler,Linssen power boats,Used boat,2002,12.55,4.2,Steel,Netherlands,87,195000
5323,Motor Yacht,Apreamare power boats,"Used boat,Diesel",2009,11.4,3.45,GRP,Italy,104,195000
5324,Flybridge,Azimut power boats,"Used boat,Diesel",2005,13.29,4.16,PVC,Portugal,82,195000
5325,Pilothouse,Boston Whaler power boats,"Used boat,Unleaded",2014,8.51,2.9,PVC,France,129,195000
5326,Flybridge,Princess power boats,"Used boat,Diesel",1997,15.9,4.47,GRP,Croatia,80,195000
5327,Hardtop,Cranchi power boats,"Used boat,Diesel",2008,15.01,4.32,GRP,Croatia,103,195000
5328,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,13.22,4.21,GRP,Spain,106,195000
5329,Hardtop,Cranchi power boats,Used boat,2006,14.99,4.33,GRP,Italy,54,195000
5330,Sport Boat,Sunseeker power boats,"Used boat,Diesel",2008,13.49,3.63,GRP,Spain,251,195000
5331,Cabin Boat,Fjord power boats,"Used boat,Diesel",2008,11.99,4.0,GRP,France,88,195000
5333,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,15.7,4.35,GRP,Croatia,41,195000
5334,Sport Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,France,30,195000
5335,Motor Yacht,Orskov Skibsvaerft power boats,"Used boat,Diesel",1967,22.0,5.8,Steel,Germany,125,195000
5336,Flybridge,Ferretti power boats,"Used boat,Diesel",2003,13.3,4.34,GRP,Croatia,54,195000
5337,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2007,14.55,4.36,PVC,France,79,195000
5338,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,15.45,4.51,GRP,Malta,110,195000
5340,Motor Yacht,Flipper power boats,"new boat from stock,Unleaded",2020,9.02,3.15,GRP,Finland,126,195000
5341,Motor Yacht,B̩n̩teau power boats,Used boat,2008,15.1,4.49,GRP,Netherlands,98,195000
5343,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,14.99,4.41,GRP,Germany,334,195000
5346,Motor Yacht,Bavaria power boats,"Display Model,Unleaded",2020,10.94,3.31,GRP,Germany,123,193000
5347,Hardtop,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,10.21,3.49,PVC,France,97,192570
5350,Fishing Boat,Ocean Master (US) power boats,"Display Model,Diesel",2002,9.8,3.0,GRP,Switzerland,187,206040
5351,Motor Yacht,Aquador power boats,"Used boat,Diesel",2019,9.15,3.1,GRP,Switzerland,260,206040
5352,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2006,13.72,4.27,GRP,Croatia,136,190000
5354,Motor Yacht,Chung Hwa power boats,Used boat,1978,14.4,4.4,GRP,Spain,55,190000
5355,Flybridge,Sealine power boats,Used boat,1994,12.8,4.11,GRP,Belgium,188,190000
5358,Motor Yacht,Premiere Yacht power boats,"Used boat,Diesel",2006,15.15,4.87,GRP,Slovenia,73,190000
5359,Flybridge,Conam power boats,"Used boat,Diesel",2005,18.45,4.3,GRP,Italy,120,190000
5360,Motor Yacht,Rodman power boats,"Used boat,Diesel",2006,13.67,4.2,GRP,Spain,50,190000
5361,Center console boat,Premiere Yacht power boats,Used boat,2006,15.15,4.87,GRP,Italy,34,190000
5362,Motor Yacht,Nimbus power boats,"new boat on order,Unleaded",2019,9.35,2.95,GRP,Germany,237,190000
5363,Flybridge,Rodman power boats,"Used boat,Diesel",2007,13.67,4.2,PVC,Spain,41,190000
5364,Hardtop,Cranchi power boats,"Used boat,Diesel",2007,13.43,4.15,PVC,France,53,190000
5365,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2009,12.62,3.99,PVC,France,58,190000
5366,Sport Boat,Aquador power boats,"new boat on order,Diesel",2020,8.05,3.05,GRP,Germany,230,190000
5367,Cabin Boat,Aquador power boats,"new boat on order,Diesel",2020,8.05,3.05,GRP,Germany,199,190000
5370,Flybridge,Enterprise Marine power boats,"Used boat,Diesel",2008,14.1,4.22,GRP,Italy,81,190000
5371,Hardtop,Rizzardi power boats,"Used boat,Diesel",2002,16.2,4.5,GRP,Italy,58,190000
5372,Flybridge,Rodman power boats,"Used boat,Diesel",2008,13.7,4.18,PVC,France,51,190000
5373,Flybridge,Rodman power boats,"Used boat,Diesel",2008,13.7,4.18,PVC,France,60,190000
5374,Flybridge,Ferretti power boats,"Used boat,Diesel",2002,13.3,4.35,GRP,Italy,58,189900
5375,Sport Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.57,3.21,GRP,Germany,56,189900
5376,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2009,13.36,4.16,PVC,France,68,189000
5377,Sport Boat,Doral power boats,"Used boat,Diesel",2010,12.2,4.04,PVC,France,32,189000
5378,Flybridge,Dellapasqua power boats,Used boat,2007,13.3,4.32,GRP,Italy,44,189000
5379,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2010,13.36,4.16,PVC,France,96,189000
5380,Offshore Boat,Jeanneau power boats,"Used boat,Unleaded",2018,10.57,3.21,GRP,Germany,69,189000
5381,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2018,8.23,2.74,GRP,Spain,87,189000
5382,Motor Yacht,Broom power boats,"Used boat,Diesel",2004,12.04,3.94,GRP,Netherlands,65,189000
5383,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2015,10.98,3.98,GRP,Spain,115,189000
5384,Motor Yacht,Aquastar power boats,"Used boat,Diesel",2006,11.8,3.8,GRP,Netherlands,111,189000
5385,Hardtop,Sessa power boats,"Used boat,Diesel",2018,11.33,3.45,GRP,Spain,93,189000
5386,Trawler,Linssen power boats,Used boat,2003,11.6,3.85,Steel,Netherlands,149,189000
5388,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2008,13.8,4.15,GRP,Netherlands,84,189000
5389,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2014,10.98,4.0,PVC,France,101,189000
5390,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2014,10.98,4.0,PVC,Spain,140,189000
5391,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2014,9.98,3.98,GRP,Spain,121,189000
5393,Flybridge,Grand Banks power boats,"Used boat,Diesel",1989,13.17,4.29,GRP,Germany,122,189000
5394,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2018,10.57,3.21,GRP,Spain,67,189000
5395,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2014,9.98,3.98,GRP,Spain,114,189000
5397,Hardtop,Aquador power boats,"new boat from stock,Diesel",2020,8.5,3.05,GRP,Switzerland,141,206040
5400,Motor Yacht,Smelne power boats,"Used boat,Diesel",2000,14.9,4.5,Steel,Netherlands,99,188000
5401,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2016,10.39,3.53,PVC,France,93,188000
5402,Classic,Super van Craft power boats,Used boat,1973,14.3,4.3,Steel,Belgium,110,188000
5404,Trawler,Linssen power boats,Used boat,2001,12.55,4.25,Steel,Netherlands,90,187500
5405,Flybridge,Azimut power boats,"Used boat,Diesel",2005,13.21,4.11,GRP,Croatia,155,185000
5406,Motor Yacht,Terra Nauta power boats,"Used boat,Diesel",2009,12.0,4.0,GRP,Croatia,69,185000
5408,Motor Yacht,Fairline power boats,"Used boat,Diesel",1999,14.63,3.05,GRP,Spain,83,185000
5409,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2016,9.99,3.53,PVC,France,69,185000
5410,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2009,11.92,3.89,PVC,France,56,185000
5412,Motor Yacht,Pershing power boats,"Used boat,Diesel",2002,13.5,4.12,GRP,Italy,92,185000
5413,Trawler,Gruno power boats,Used boat,2011,11.0,3.7,Steel,Netherlands,88,185000
5414,Flybridge,Marine Projects power boats,"Used boat,Diesel",1999,13.54,4.17,Plastic,Germany,158,185000
5415,Hardtop,Jeanneau power boats,"Used boat,Diesel",2015,9.86,3.6,PVC,France,150,185000
5417,Sport Boat,Astondoa power boats,"Used boat,Diesel",2008,11.97,3.6,GRP,Spain,85,184900
5419,Sport Boat,Cobrey power boats,"new boat from stock,Unleaded",2020,8.8,2.59,GRP,Switzerland,324,184611
5420,Sport Boat,Cranchi power boats,"new boat on order,Unleaded",2020,9.85,2.98,GRP,Switzerland,474,201495
5421,Pilothouse,Tullio Abbate power boats,"new boat from stock,Unleaded",2019,9.15,2.75,GRP,Switzerland,181,200837
5422,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,9.88,2.95,GRP,Germany,100,183300
5423,Trawler,B̩n̩teau power boats,"Used boat,Diesel",2007,13.6,4.17,GRP,Turkey,88,182000
5424,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",1999,13.8,4.05,GRP,Denmark,128,175500
5425,Motor Yacht,Doral power boats,"Used boat,Unleaded",2008,12.0,3.8,GRP,Switzerland,224,197960
5426,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2020,7.01,2.5,Plastic,Portugal,298,194700
5427,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2019,9.42,3.18,PVC,United,45,194641
5428,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2008,14.98,4.36,GRP,Switzerland,420,196950
5429,Bowrider,Chaparral power boats,"new boat from stock,Unleaded",2020,8.23,2.59,GRP,Switzerland,371,196950
5430,Motor Yacht,Bayliner power boats,"Used boat,Diesel",1993,14.85,4.38,GRP,Switzerland,744,196950
5433,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2004,11.99,4.2,GRP,Spain,106,180000
5434,Flybridge,Hatteras power boats,Used boat,1984,15.24,4.81,GRP,Italy,52,180000
5435,Motor Yacht,Windy power boats,"Used boat,Unleaded",2008,10.07,3.26,GRP,Germany,93,180000
5436,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,14.33,4.11,GRP,Spain,69,180000
5437,Motor Yacht,Italcraft power boats,"Used boat,Diesel",2006,17.0,4.4,GRP,Italy,125,180000
5440,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,19.2,4.75,GRP,Croatia,150,179950
5441,Sport Boat,XO Boats power boats,"Used boat,Diesel",2017,8.6,2.59,Aluminium,Switzerland,203,196445
5442,Motor Yacht,Azimut power boats,"Used boat,Diesel",2000,14.0,4.0,GRP,Croatia,135,179900
5445,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,19.0,4.0,GRP,Croatia,221,179500
5446,Trawler,Katwijker power boats,"Used boat,Diesel",1922,26.5,5.0,Steel,Netherlands,38,179500
5448,Trawler,Smelne power boats,Used boat,2001,12.7,4.1,Steel,Netherlands,35,179500
5449,Trawler,Linssen power boats,"Used boat,Diesel",2009,10.7,3.4,Steel,Germany,108,179500
5450,Motor Yacht,Fairline power boats,"Used boat,Diesel",2001,13.74,3.81,GRP,Netherlands,84,179500
5451,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.7,2.59,GRP,Germany,66,179500
5453,Motor Yacht,Greenline power boats,"Used boat,Diesel",2017,9.99,3.49,PVC,Netherlands,188,179500
5455,Cabin Boat,Fiart Mare power boats,"Used boat,Diesel",2005,12.45,3.97,GRP,Croatia,42,179000
5456,Flybridge,Azimut power boats,"Used boat,Diesel",2008,12.0,4.1,GRP,Croatia,125,179000
5457,Sport Boat,Chris Craft power boats,"Used boat,Unleaded",2014,10.44,3.14,PVC,France,140,179000
5461,Trawler,Tryvia power boats,Used boat,2009,11.2,3.8,Steel,Netherlands,82,179000
5462,Center console boat,Airon Marine power boats,"Used boat,Diesel",2008,11.91,3.74,PVC,France,47,179000
